id,Title,Authors,Keywords,Published Year,Journal,DOI,States,Cities,Geography Keywords,Citation
309,Neighborhood Walkability and Cardiovascular Risk in the United States,"Makhlouf, M. H. E.; Motairek, I.; Chen, Z.; Nasir, K.; Deo, S. V.; Rajagopalan, S.; Al-Kindi, S. G.",Humans; United States[Epidemiology]; Cardiovascular Diseases[Epidemiology]; Cardiovascular Diseases[Prevention & Control]; Cardiovascular Diseases; Walking; Risk Factors; Diabetes Mellitus[Epidemiology]; Diabetes Mellitus; Obesity[Epidemiology]; Obesity[Prevention & Control]; Heart Disease Risk Factors; Coronary Artery Disease; Hypertension[Epidemiology]; Hypertension; Cholesterol; 97C5T2UQ7J,2023,Current Problems in Cardiology,10.1016/j.cpcardiol.2022.101533,NA,NA,Tract Neighborhood,"Makhlouf, M. H. E., Motairek, I., Chen, Z., Nasir, K., Deo, S. V., Rajagopalan, S., & Al-Kindi, S. G. (2023). Neighborhood Walkability and Cardiovascular Risk in the United States. Current Problems in Cardiology, 48(3), 101533. https://doi.org/10.1016/j.cpcardiol.2022.101533"
310,Hydroxyurea treatment and neurocognitive functioning in sickle cell disease from school age to young adulthood,"Heitzer, A. M.; Longoria, J.; Okhomina, V.; Wang, W. C.; Raches, D.; Potter, B.; Jacola, L. M.; Porter, J.; Schreiber, J. E.; King, A. A.; Kang, G.; Hankins, J. S.",aging; fetal haemoglobin; hydroxyurea; neurocognition; sickle cell disease,2021,British Journal of Haematology,10.1111/bjh.17687,NA,NA,NA,"Heitzer, A. M., Longoria, J., Okhomina, V., Wang, W. C., Raches, D., Potter, B., Jacola, L. M., Porter, J., Schreiber, J. E., King, A. A., Kang, G., & Hankins, J. S. (2021). Hydroxyurea treatment and neurocognitive functioning in sickle cell disease from school age to young adulthood. British Journal of Haematology, 195(2), 256–266. Portico. https://doi.org/10.1111/bjh.17687"
312,"Change in unemployment by social vulnerability among United States counties with rapid increases in COVID-19 incidence—July 1–October 31, 2020","Tang, S.; Horter, L.; Bosh, K.; Kassem, A. M.; Kahn, E. B.; Ricaldi, J. N.; Pao, L. Z.; Kang, G. J.; Singleton, C. M.; Liu, T.; Thomas, I.; Rao, C. Y.",NA,2022,PLoS ONE [Electronic Resource],10.1371/journal.pone.0265888,NA,NA,County State,"Tang, S., Horter, L., Bosh, K., Kassem, A. M., Kahn, E. B., Ricaldi, J. N., Pao, L. Z., Kang, G. J., Singleton, C.-M., Liu, T., Thomas, I., & Rao, C. Y. (2022). Change in unemployment by social vulnerability among United States counties with rapid increases in COVID-19 incidence—July 1–October 31, 2020. PLOS ONE, 17(4), e0265888. https://doi.org/10.1371/journal.pone.0265888"
314,Social vulnerability may underly racial disparities in peripartum cardiomyopathy outcomes,"Robbins, L. S.; Szychowski, J. M.; Nassel, A.; Armour, E. K.; Walker, Z. W.; Rajapreyar, I.; Wingate, M.; Tita, A.; Sinkey, R. G.",adult; Black person; cohort analysis; conference abstract; controlled study; female; geographic distribution; heart ejection fraction; household; housing; human; insurance; major clinical study; male; married person; peripartum cardiomyopathy; physiological stress; poverty; retrospective study; single parent; social aspect; unemployment,2021,American Journal of Obstetrics and Gynecology,10.1016/j.ajog.2020.12.1088,NA,NA,Tract Community,"Robbins, L. S., Szychowski, J. M., Nassel, A., Armour, E. K., Walker, Z. W., Rajapreyar, I., Wingate, M., Tita, A., & Sinkey, R. G. (2021). 1063 Social vulnerability may underly racial disparities in peripartum cardiomyopathy outcomes. American Journal of Obstetrics and Gynecology, 224(2), S657–S658. https://doi.org/10.1016/j.ajog.2020.12.1088"
315,Geographic disparities in peripartum cardiomyopathy outcomes,"Robbins, L. S.; Szychowski, J. M.; Nassel, A.; Armour, E. K.; Walker, Z. W.; Rajapreyar, I.; Kraus, A.; Wingate, M.; Tita, A.; Sinkey, R. G.",adult; cohort analysis; conference abstract; controlled study; female; geographic distribution; heart ejection fraction; high school; household; housing; human; major clinical study; marriage; maternal mortality; peripartum cardiomyopathy; physiological stress; poverty; resident; retrospective study; single parent; social aspect; surgery; tobacco use; transplantation; unemployment,2021,American Journal of Obstetrics and Gynecology,10.1016/j.ajog.2020.12.935,NA,NA,Tract Community,"Robbins, L. S., Szychowski, J. M., Nassel, A., Armour, E. K., Walker, Z. W., Rajapreyar, I., Kraus, A., Wingate, M., Tita, A., & Sinkey, R. G. (2021). 910 Geographic disparities in peripartum cardiomyopathy outcomes. American Journal of Obstetrics and Gynecology, 224(2), S565. https://doi.org/10.1016/j.ajog.2020.12.935"
317,"A spatial analysis of the association between social vulnerability and the cumulative number of confirmed deaths from COVID-19 in United States counties through November 14, 2020","Sung, B.",NA,2021,Osong Public Health & Research Perspectives,10.24171/j.phrp.2020.0372,NA,NA,State Community,"Sung, B. (2021). A spatial analysis of the association between social vulnerability and the cumulative number of confirmed deaths from COVID-19 in United States counties through November 14, 2020. Osong Public Health and Research Perspectives, 12(3), 149–157. https://doi.org/10.24171/j.phrp.2020.0372"
319,Is social vulnerability associated with COVID-19 among pregnant women?,"Goulding, A. N.; Ramphul, R. C.; Seferovic, M.; Aagaard, K. M.",adult; cohort analysis; conference abstract; controlled study; coronavirus disease 2 19; disabled person; disease burden; disease control; female; geographic distribution; household; human; limited English proficiency; major clinical study; medically uninsured; poverty; pregnant woman; public health; retrospective study; single parent; unemployment; university hospital,2021,American Journal of Obstetrics and Gynecology,10.1016/j.ajog.2020.12.1125,NA,NA,Tract Community,"Goulding, A. N., Ramphul, R. C., Seferovic, M., & Aagaard, K. M. (2021). 1101 Is social vulnerability associated with COVID-19 among pregnant women? American Journal of Obstetrics and Gynecology, 224(2), S678–S679. https://doi.org/10.1016/j.ajog.2020.12.1125"
320,Association between individual versus community-level social vulnerability and neonatal opiate withdrawal syndrome,"Mason, I.; Abdelwahab, M.; Stiles, A.; Wu, J.; Venkatesh, K. K.; Rood, K. M.",adult; boy; census tract; cohort analysis; conference abstract; controlled study; diagnosis; disability; drug combination; drug therapy; drug withdrawal; female; household; housing; human; infant; language; major clinical study; male; newborn; nullipara; outcome assessment; posttraumatic stress disorder; pregnancy; retrospective study; risk factor; social determinants of health; social status; Social Vulnerability Index; term birth; withdrawal syndrome; buprenorphine; opiate,2023,American Journal of Obstetrics and Gynecology,10.1016/j.ajog.2022.11.1102,NA,NA,Tract Community,"Mason, I., Abdelwahab, M., Stiles, A., Wu, J., Venkatesh, K. K., & Rood, K. M. (2023). Association between individual versus community-level social vulnerability and neonatal opiate withdrawal syndrome. American Journal of Obstetrics and Gynecology, 228(1), S655. https://doi.org/10.1016/j.ajog.2022.11.1102"
321,Associations between social vulnerability and hepatitis C virus in pregnant individuals with opioid use disorder,"Stiles, A.; Abdelwahab, M.; Mason, I.; Hall, O. T.; Wu, J.; Venkatesh, K. K.; Rood, K. M.",addiction; adult; census tract; cohort analysis; conference abstract; controlled study; disability; drug therapy; female; hepatitis A; Hepatitis C virus; household; housing; human; Human immunodeficiency virus; language; major clinical study; mental disease; nonhuman; outcome assessment; Poisson regression; pregnancy; retrospective study; risk factor; social determinants of health; social status; Social Vulnerability Index; tobacco; virus load; opiate; virus antibody,2023,American Journal of Obstetrics and Gynecology,10.1016/j.ajog.2022.11.1017,NA,NA,Tract Community,"Stiles, A., Abdelwahab, M., Mason, I., Hall, O. T., Wu, J., Venkatesh, K. K., & Rood, K. M. (2023). Associations between social vulnerability and hepatitis C virus in pregnant individuals with opioid use disorder. American Journal of Obstetrics and Gynecology, 228(1), S599–S600. https://doi.org/10.1016/j.ajog.2022.11.1017"
323,Examining the role of social vulnerability and environmental justice in neighborhood-level hot spots of COVID-19,"Goulding, A. N.; Brown, M.; Aagaard, K. M.; Ramphul, R.",adult; air pollution; cold stress; conference abstract; controlled study; coronavirus disease 2 19; disability; environmental exposure; female; household; housing; human; incidence; justice; Kruskal Wallis test; language; medical information system; neighborhood; pregnancy; social status; Social Vulnerability Index,2022,American Journal of Obstetrics and Gynecology,10.1016/j.ajog.2021.11.890,NA,NA,Tract Neighborhood,"Goulding, A. N., Brown, M., Aagaard, K. M., & Ramphul, R. (2022). Examining the role of social vulnerability and environmental justice in neighborhood-level hot spots of COVID-19. American Journal of Obstetrics and Gynecology, 226(1), S538–S539. https://doi.org/10.1016/j.ajog.2021.11.890"
324,"Pregnancy affected by COVID-19, patient characteristics and outcomes based on Social Vulnerability Index (SVI)","Salmanian, B.; McKinney, J. R.; Moufarrij, S.; Grace, R.; Sangi-Haghpeykar, H.; Eppes, C.; Gandhi, M.",adult; cohort analysis; conference abstract; controlled study; coronavirus disease 2 19; data analysis; disease control; drug therapy; ethnicity; female; Hispanic; hospital admission; human; insurance; intensive care unit; major clinical study; multicenter study; pandemic; pregnancy; prevention; retrospective study; tertiary care center; convalescent plasma; dexamethasone; remdesivir,2021,American Journal of Obstetrics and Gynecology,10.1016/j.ajog.2020.12.1036,NA,NA,Tract,"Salmanian, B., McKinney, J. R., Moufarrij, S., Grace, R., Sangi-Haghpeykar, H., Eppes, C., & Gandhi, M. (2021). 1011 Pregnancy affected by COVID-19, patient characteristics and outcomes based on Social Vulnerability Index (SVI). American Journal of Obstetrics and Gynecology, 224(2), S626–S627. https://doi.org/10.1016/j.ajog.2020.12.1036"
330,Association between social vulnerability and maternal and neonatal outcomes in patients with gestational diabetes,"Cui, Y.; Pan, A. Y.; Harrison, R.; Cruz, M.; Olivier-Van Stichelen, S.; Palatnik, A.",cohort analysis; conference abstract; confounding variable; controlled study; disaster response; disease control; employment; environmental exposure; family composition; female; health care access; human; hypertension; major clinical study; mood disorder; neighborhood; newborn; nullipara; outcome assessment; poverty level; pregnancy; pregnancy diabetes mellitus; retrospective study; social determinants of health; Social Vulnerability Index,2023,American Journal of Obstetrics and Gynecology,10.1016/j.ajog.2022.11.1270,NA,NA,Neighborhood,"Cui, Y., Pan, A. Y., Harrison, R., Cruz, M., Olivier-Van Stichelen, S., & Palatnik, A. (2023). Association between social vulnerability and maternal and neonatal outcomes in patients with gestational diabetes. American Journal of Obstetrics and Gynecology, 228(1), S762–S763. https://doi.org/10.1016/j.ajog.2022.11.1270"
331,The association between social vulnerability index and preeclampsia,"Champion, M. L.; Blanchard, C. T.; Shrestha, K. S.; Nassel, A.; Battarbee, A. N.; Subramaniam, A.",adult; cohort analysis; conference abstract; controlled study; disabled person; female; health care disparity; high school; household; housing; human; major clinical study; male; outcome assessment; poverty level; preeclampsia; retrospective study; social status; Social Vulnerability Index; unemployment,2023,American Journal of Obstetrics and Gynecology,10.1016/j.ajog.2022.11.440,NA,NA,Community,"Champion, M. L., Blanchard, C. T., Shrestha, K. S., Nassel, A., Battarbee, A. N., & Subramaniam, A. (2023). The association between social vulnerability index and preeclampsia. American Journal of Obstetrics and Gynecology, 228(1), S242. https://doi.org/10.1016/j.ajog.2022.11.440"
332,Trends of social vulnerability and COVID-19 vaccination among pregnant persons in the United States,"Darwin, K. C.; Gaur, P.; Uribe, K.; Eke, A.",adult; comorbidity; conference abstract; confounding variable; controlled study; coronavirus disease 2 19; demographics; disability; female; household; housing; human; language; major clinical study; multicenter study; nullipara; pregnancy; social status; Social Vulnerability Index; United States; vaccination; vaccinee,2023,American Journal of Obstetrics and Gynecology,10.1016/j.ajog.2022.11.609,NA,NA,State,"Darwin, K. C., Gaur, P., Uribe, K., & Eke, A. (2023). Trends of social vulnerability and COVID-19 vaccination among pregnant persons in the United States. American Journal of Obstetrics and Gynecology, 228(1), S346–S347. https://doi.org/10.1016/j.ajog.2022.11.609"
333,"Duration of Behavioral Policy Interventions and Incidence of COVID-19 by Social Vulnerability of US Counties, April-December 2020","Kao, S. Z.; Sharpe, J. D.; Lane, R. I.; Njai, R.; McCord, R. F.; Ajiboye, A. S.; Ladva, C. N.; Vo, L.; Ekwueme, D. U.",Humans; United States[Epidemiology]; COVID-19[Epidemiology]; COVID-19[Prevention & Control]; COVID-19; Incidence; Social Vulnerability; Policy; 43 4 -76-2,2023,Public Health Reports,10.1177/00333549221125202,NA,NA,State Community,"Kao, S.-Y. Z., Sharpe, J. D., Lane, R. I., Njai, R., McCord, R. F., Ajiboye, A. S., Ladva, C. N., Vo, L., & Ekwueme, D. U. (2022). Duration of Behavioral Policy Interventions and Incidence of COVID-19 by Social Vulnerability of US Counties, April–December 2020. Public Health Reports, 138(1), 190–199. https://doi.org/10.1177/00333549221125202"
334,The Social Vulnerability Index and Long-term Outcomes After Traumatic Injury,"Herrera-Escobar, J. P.; Uribe-Leitz, T.; Wang, J.; Orlas, C. P.; Moheb, M. E.; Lamarre, T. E.; Ahmad, N.; Hau, K. M.; Jarman, M.; Levy-Carrick, N. C.; Sanchez, S. E.; Kaafarani, H. M. A.; Salim, A.; Nehra, D.","Adult; Female; Humans; Male; Middle Aged; Needs Assessment; Social Vulnerability; Stress Disorders, Post-Traumatic[Diagnosis]; Stress Disorders, Post-Traumatic[Epidemiology]; Stress Disorders, Post-Traumatic[Etiology]; Stress Disorders, Post-Traumatic; Trauma Centers",2022,Annals of Surgery,10.1097/SLA.0000000000005471,NA,NA,Tract,"Herrera-Escobar, J. P., Uribe-Leitz, T., Wang, J., Orlas, C. P., Moheb, M. E., Lamarre, T. E., Ahmad, N., Hau, K. M., Jarman, M., Levy-Carrick, N. C., Sanchez, S. E., Kaafarani, H. M. A., Salim, A., & Nehra, D. (2022). The Social Vulnerability Index and Long-term Outcomes After Traumatic Injury. Annals of Surgery, 276(1), 22–29. https://doi.org/10.1097/sla.0000000000005471"
335,Your Tweets Matter: How Social Media Sentiments Associate with COVID-19 Vaccination Rates in the US,"Aleksandric, A.; Obasanya, M. J.; Melcher, S.; Nilizadeh, S.; Wilson, G. M.",NA,2022,Online Journal of Public Health Informatics,10.5210/ojphi.v14i1.12419,NA,NA,State,"Mustata Wilson, G., Aleksandric, A., Obasanya, M. J., Melcher, S., & Nilizadeh, S. (2022). Your Tweets Matter: Online Journal of Public Health Informatics, 14(1). https://doi.org/10.5210/ojphi.v14i1.12419"
336,Social vulnerability index and stillbirth: A secondary analysis of the Stillbirth Collaborate Research Network,"Smith, M. M.; Cersonsky, T. E. K.; Ayala, N. K.; Reddy, U. M.; Saade, G. R.; Dudley, D. J.; Silver, R. M.; Lewkowitz, A. K.; Polnaszek, B.",adult; bivariate analysis; case control study; census tract; conference abstract; controlled study; disease control; female; housing; human; language; live birth; male; prevention; secondary analysis; Social Vulnerability Index; stillbirth; United States,2023,American Journal of Obstetrics and Gynecology,10.1016/j.ajog.2022.11.363,NA,NA,Tract County State,"Smith, M. M., Cersonsky, T. E. K., Ayala, N. K., Reddy, U. M., Saade, G. R., Dudley, D. J., Silver, R. M., Lewkowitz, A. K., & Polnaszek, B. (2023). Social vulnerability index and stillbirth: A secondary analysis of the Stillbirth Collaborate Research Network. American Journal of Obstetrics and Gynecology, 228(1), S195. https://doi.org/10.1016/j.ajog.2022.11.363"
337,Is the Gap Closing? Comparison of Sociodemographic Disparities in COVID-19 Hospitalizations and Outcomes Between Two Temporal Waves of Admissions,"Wang, P. G.; Brisbon, N. M.; Hubbell, H.; Pyhtila, J.; Meyer, G. S.; Lai, P. Y.; Terry, D. F.",COVID-19; Disparities; Language; Race; Sociodemographic,2022,Journal of Racial and Ethnic Health Disparities,10.1007/s40615-022-01249-y,NA,NA,Tract,"Wang, P. G., Brisbon, N. M., Hubbell, H., Pyhtila, J., Meyer, G. S., Lai, P.-Y., & Terry, D. F. (2022). Is the Gap Closing? Comparison of Sociodemographic Disparities in COVID-19 Hospitalizations and Outcomes Between Two Temporal Waves of Admissions. Journal of Racial and Ethnic Health Disparities, 10(2), 593–602. https://doi.org/10.1007/s40615-022-01249-y"
